day,rainfall_mm,recharge_true_mm,sy_true,h_true_m,h_with_pumping_m,h_observed_m
59,2.7326163354183204,0.021569956943726046,0.21027702054057998,0.7485490131239918,0.7485490131239918,0.7583763783388916
60,0.0,0.02008298407012166,0.21178706203261505,0.744594947350781,0.744594947350781,0.7118178044729713
61,10.670976887170916,0.08217624422730033,0.20799266171114325,0.7410209011955831,0.7410209011955831,0.7422479713923464
62,1.1731865028733748,0.07651124237590688,0.20894432408089453,0.7379836800649561,0.7379836800649561,0.7187016867941313
63,0.0,0.07123677000512008,0.21047994246589707,0.733677753586516,0.733677753586516,0.748822174481679
64,0.0,0.06632590509810327,0.21201310541844612,0.7292404409802622,0.7292404409802622,0.6885570955113937
65,0.0,0.06175358156702524,0.21354398220922963,0.726106662012057,0.726106662012057,0.7078167712521652
66,1.4659784392165458,0.057496461310473625,0.2143397412202766,0.7222985634532652,0.7222985634532652,0.7364901632081065
67,0.0,0.05353281509087437,0.21586650762782203,0.7191908254346653,0.7191908254346653,
68,0.0,0.04984241162389095,0.21739142883363397,0.7166023811999409,0.7166023811999409,0.6734422735974167
69,2.026848800449049,0.046406414313691996,0.21790120764056628,0.7115998568897692,0.7115998568897692,0.7016390599947432
70,0.0,0.04320728510700263,0.21942281128311977,0.7085092156948646,0.7085092156948646,0.7150696175457161
71,0.0,0.040228694975190084,0.22094292563060736,0.7063882299533899,0.7063882299533899,0.6942039071943925
72,0.0,0.03745544056746575,0.22246165335089108,0.7027408392756471,0.7027408392756471,0.73455364390211
73,0.0,0.03487336660978347,0.22397909003419597,0.6985846885720718,0.6985846885720718,0.6747601549397162
74,0.0,0.032469293653342446,0.22549532468102265,0.6959997081629753,0.6959997081629753,0.7030903470887138
75,0.0,0.030230950803907208,0.2270104401564246,0.692917147122214,0.692917147122214,0.6719490367513238
76,0.0,0.02814691308858141,0.22852451361296888,0.6904816143273789,0.6904816143273789,0.7186008731900766
77,0.0,0.026206543140342143,0.23003761688453905,0.6868071585710529,0.6868071585710529,0.6863741339899417
78,0.0,0.024399936902680348,0.2315498168529904,0.6820052273641158,0.6820052273641158,0.6745602160841035
79,0.0,0.022717873077212323,0.233061175789529,0.6785905670818977,0.6785905670818977,0.6442268680872454
80,0.0,0.021151766056232493,0.23457175167255712,0.6748492621016549,0.6748492621016549,0.7084857730029884
81,0.0,0.019693622099965016,0.2360815984836071,0.6723405114514714,0.6723405114514714,0.6873960833054192
82,0.0,0.018335998534833996,0.23759076648287453,0.6692558604513194,0.6692558604513194,0.6843271372015066
83,0.0,0.017071965764491437,0.23909930246575678,0.6643559066267659,0.6643559066267659,0.6871135318051216
84,0.0,0.01589507189969931,0.24060725000170663,0.6599103651660561,0.6599103651660561,0.6668948967285167
85,0.0,0.01479930982652934,0.24211464965661988,0.6575606646916418,0.6575606646916418,0.6447757324801133
86,0.0,0.013779086544789466,0.24362153919989227,0.6550137515998233,0.6550137515998233,0.6390089270592213
87,0.0,0.012829194620173977,0.24512795379720234,0.6511549988695968,0.6511549988695968,0.6351509992823767
88,2.209870131890637,0.011944785604423077,0.24552899112405924,0.6479505118049563,0.6479505118049563,0.6753519586316306
89,0.0,0.011121345287822748,0.24703455179670314,0.6452049819858985,0.6452049819858985,0.6159973579619902
90,0.0,0.010354670657728481,0.248539729132032,0.6424923808036662,0.6424923808036662,0.6305649905682504
91,0.0,0.009640848445504361,0.25004454955625477,0.6401978231298117,0.6401978231298117,0.6337729447440877
92,0.41807888192195286,0.008976235152376496,0.25133999823287,0.6372918761644623,0.6372918761644623,0.6417842566714441
93,0.0,0.008357438452248626,0.2528441769520961,0.6340463019610855,0.6340463019610855,0.6455532897312416
94,0.0,0.007781299876555891,0.2543480676020344,0.6306502760978847,0.6306502760978847,0.6056683359159738
95,0.0,0.007244878692776698,0.25585169004138075,0.6285833606336928,0.6285833606336928,0.5939830916082424
96,2.097561383632139,0.006745436894315118,0.25630628206801187,0.6232179062677239,0.6232179062677239,0.6231296216152845
97,0.0,0.006280425225139104,0.2578094222806244,0.6199894792870787,0.6199894792870787,0.6442607557928003
98,0.0,0.005847470167841277,0.25931234601570835,0.6169468927226783,0.6169468927226783,0.6320880539086088
99,0.0,0.005444361828706648,0.2608150681966227,0.6124593592085932,0.6124593592085932,0.6167723748825924
100,0.0,0.005069042657950089,0.2623176027179517,0.6097507504401397,0.6097507504401397,0.6034076375597927
101,3.3297878810378174,0.007448608494918308,0.26215643308168024,0.6060700397414578,0.6060700397414578,0.6119347136574623
102,0.0,0.006935122130205638,0.26365990064274536,0.6039305471779477,0.6039305471779477,0.5990638454631042
103,0.0,0.0064570340881361455,0.2651631291597894,0.6008116056453772,0.6008116056453772,0.6171557372552291
104,12.457506112400328,0.08427324988098103,0.26047651272852973,0.5985010520341707,0.48339551173139916,0.4675065649536615
105,0.0,0.0784636862888779,0.2620157445716742,0.5970509253075154,0.39768228127044797,0.40036708021217476
106,0.0,0.07305461786194707,0.26355227188060515,0.5947480619865627,0.36453698138101964,0.3623213786587878
107,0.0,0.0680184355767596,0.2650862810983935,0.5911757926717558,0.4228647751181539,0.43373196290875693
108,2.7078932498634805,0.06332943369921679,0.2652639991903114,0.5869621848756624,0.4639072973549842,0.4684000678279717
109,0.0,0.058963678577074394,0.2667934810295999,0.5860194992243758,0.4960520950530812,0.5470527877792393
110,0.0,0.05489888647754542,0.26832093047283867,0.5831991182281931,0.5174225044227404,0.54739559958545
111,3.124209228279037,0.052142147549863974,0.2682848969324741,0.5797991592699983,0.5317088207350099,0.5616435640453801
112,0.0,0.04854761283751365,0.2698091707388929,0.5772387742064579,0.5420791555120388,0.501289078760146
113,4.592023407100153,0.05837495030425907,0.2690423465104949,0.5743411021506717,0.548635340361585,0.5418290078675375
114,0.0,0.054350743495367636,0.2705695218822426,0.5725385119980004,0.5537446167939505,0.5415724044756919
115,0.0,0.05059485688173744,0.27209481931068347,0.5699106229559888,0.5561701043968086,0.5668245363945894
116,0.0,0.047102621342446284,0.2736183706213547,0.5672607651073284,0.5572148513557985,0.511634321574692
117,1.0272556218743671,0.04385549755844406,0.27462667055919676,0.5638820287058334,0.5565372998538243,0.5800272734340081
118,0.0,0.04083222146206791,0.27614708666992777,0.5616918779884423,0.5563220287896754,0.5776616950075817
119,1.303562833256567,0.03801736161596321,0.27701431393410747,0.5579974159074281,0.5540714329339913,0.5280300157690754
120,2.955353751833625,0.03539655038317172,0.27705433533338225,0.5560105579686511,0.5531402087768609,0.5335692382044326
121,0.0,0.03295641059168936,0.2785708135386781,0.5548822030112335,0.5527836446276249,0.5367602044120012
122,0.0,0.030684487254565386,0.2800861557823054,0.5507014112829363,0.5491671215519132,0.5500330395575761
123,0.0,0.02856918399702831,0.2816004403743039,0.5455912287400487,0.5444694848814504,0.5572889061752399
124,3.4903632027593443,0.030648481864296757,0.28137058301385637,0.5435816042610191,0.542761479314042,0.5837192004211886
125,1.0885028236139285,0.028535660718280464,0.2823405994324085,0.5435205197344064,0.5429209132168412,0.5389720046190878
126,0.0,0.026568491589053108,0.2838538836782031,0.5399030605029661,0.5394646785500309,0.5548147297281033
127,3.607527544022463,0.02976425506534723,0.28356500203372453,0.5360464486245979,0.5357259405396632,0.5388342967408518
128,1.3537952403620475,0.027712390056961734,0.284401960608572,0.534060149802593,0.533825821195266,0.5690243468734311
129,17.544154831976467,0.14615559846082096,0.2772029609918142,0.5306465683883228,0.43292104315694235,0.4477642003811737
130,0.0,0.13608003777223696,0.2787710010107003,0.5280145612791626,0.34233018296978734,0.3697011919872769
131,0.0,0.12669905823044733,0.2803343505398155,0.5255145137371379,0.27002271583070736,0.2484692120350381
132,0.0,0.11796477734192218,0.28189333292848645,0.5238709002053868,0.22356298002812375,0.21971816579760473
133,0.0,0.10983228081078678,0.2834482490688919,0.5212647164445348,0.20552373090310122,0.1892482824662604
134,5.977823271480762,0.12690238822717834,0.28202278862726504,0.5193237618878654,0.2585090983638197,0.28860804644398586
135,0.0,0.11815409033387571,0.28358186567243204,0.5170005819258466,0.30155681279306323,0.3147096108694187
136,0.0,0.11000887577965852,0.28513687011032185,0.5139875568758332,0.33602171265768155,
137,0.0,0.10242516967552341,0.2866880826951596,0.5114836036049979,0.36447590577466127,0.35542654803325324
138,0.0,0.09536426318974901,0.2882357648267545,0.5083330563346963,0.38689799109017176,0.39659128865430576
139,0.0,0.08879011596987373,0.2897801598847394,0.5061287611055671,0.40581773100945784,0.3917878204058668
140,0.0,0.08266917218515317,0.291321494470832,0.5027806561624742,0.41991897259512323,0.40130719507088014
141,0.0,0.0769701892505392,0.29285997956545723,0.4994576315045907,0.43100987101454796,0.4406353608599786
142,0.0,0.07166407835795172,0.29439581160463624,0.4986801276530552,0.4421389158843627,0.4914015565264672
143,5.878387270383879,0.09054255757102422,0.2930018892482298,0.496376970436907,0.4496711166490171,0.4447484455677208
144,0.0,0.08430080533358932,0.2945440396508966,0.4941502005345448,0.455568815404912,0.4444514997890409
145,0.0,0.07848413352645393,0.2960832817176598,0.49247719376449406,0.46060700925865145,0.43718387257814056
146,2.0556277709438713,0.07307365552380189,0.2965920046599497,0.4898590253122619,0.46353261945385826,0.4368324003026706
147,0.0,0.0680361608351252,0.2981260227403673,0.4874275725167972,0.46568060166777736,0.47618026635906185
148,0.0,0.06334593702754164,0.2996576957088811,0.4856437961440364,0.46767966759065,0.48469572824622104
149,0.0,0.0589790442118189,0.301187185230987,0.483709387332937,0.46887007768598166,0.46905357210363147
150,3.4115764420437515,0.05831900891217694,0.3010105565144212,0.4803273655605222,0.46806931572565497,0.47472083549917915
151,10.36644921945666,0.11525640180869574,0.29738496010559723,0.4789528153946722,0.468827018914699,0.47114535046484113
152,3.8485040548136693,0.11433236020639401,0.2970178742582936,0.47635518271861155,0.4679907379588292,0.4707638348797736
153,0.0,0.1064506051038868,0.29857109956084554,0.47330226213009735,0.46639278570587295,0.435869604654216
154,1.0191832982963869,0.09911219628920008,0.29961106400984194,0.4703918092694719,0.46468421295675005,0.45552184749576563
155,0.0,0.09227967697959336,0.3011572038483318,0.467980107736857,0.46326532770520884,0.4654949138570078
156,0.0,0.08591817255880951,0.30270016293461116,0.46757392441974993,0.46367926315871927,0.44801592754744557
157,17.748591670706176,0.20204056138641652,0.29542688737995126,0.4643443580942883,0.46112715848927327,0.4515985636120769
158,0.0,0.18811244669739818,0.2970209436033,0.46286660580934713,0.4602090256287941,0.44382662202223944
159,6.151296380910272,0.20122163590754388,0.2955459062307986,0.45904777900292687,0.4568524743729738,0.450182540889005
160,8.09171919048975,0.22948421183817316,0.29311478874147284,0.45743182048702996,0.4556183802303685,
161,22.54150039381019,0.3753686802311257,0.2835317228846833,0.4568271436447804,0.45532914386775375,0.4471975368546418
162,0.0,0.3494918068298223,0.2852064687880982,0.4556302482453719,0.45439281927915365,0.45131540567521156
163,0.0,0.32539881315075575,0.28686916819467356,0.4539481413789343,0.45292595794962676,0.4692003251383891
164,0.0,0.3029667234845326,0.2885206515564158,0.4530442225970337,0.45219984360338744,0.4650952478865258
165,13.309696997813461,0.36739430857065203,0.2835495002117945,0.45252922269071366,0.45183171977494974,0.4857358709541424
166,4.799377568959991,0.3569504763250259,0.282828286665477,0.4522259314014775,0.4516497560776079,0.40984005451503613
167,0.0,0.3323433027038536,0.2844944583168289,0.453199350479712,0.4527233983223765,0.46986057721283864
168,0.0,0.30943247923146533,0.2861491745564446,0.45231071022051894,0.4519175478358363,0.44227186610037467
169,0.0,0.2881010642439555,0.28779322508856664,0.4505381142853352,0.45021334074805247,0.4529071771244101
170,3.299831679423257,0.27072130016076223,0.28777866989893536,0.44916051417785585,0.4488922335446121,0.4656466212425934
171,0.0,0.25205852625276637,0.28940469916206174,0.44778294053171774,0.44756132610895893,0.4692263892227858
172,2.8094883792460785,0.23468231210100005,0.2896172961284892,0.44652371840774513,0.44634065281378404,0.46712766661996075
173,3.990914677776647,0.2267038353852312,0.2892351907072935,0.4450713907066364,0.44492016854366323,0.4480223023652283
174,0.0,0.21105567671586542,0.2908407185456514,0.44380380416209464,0.4436788864073157,0.47587214006768197
175,0.0,0.19650608503538725,0.2924389715881691,0.4406396095246439,0.440536420644164,0.43487693609984124
176,0.0,0.18295950176180276,0.29403045133905004,0.43993799630805314,0.43985275666201834,0.4370331184006026
177,0.0,0.17034678228360708,0.2956156247301918,0.4377858138382521,0.15538346693232538,0.1713704907102071
178,0.0,0.15860354862661122,0.29719492650450513,0.4349999702492844,-0.00475700053423249,-0.015784448693841765
179,0.0,0.14766986085521475,0.29876876143493275,0.4339963899836248,-0.032780891204795846,0.01043723396922909
180,0.0,0.13748991112636252,0.30033750639049595,0.4336379954228583,-0.04997469915213173,-0.029590567845039287
181,9.478100096764116,0.18161834776588637,0.29718926551599684,0.43242061828147443,-0.054040569994055696,-0.010529063541647822
182,40.578738598275706,0.4800640635682096,0.2786399282486431,0.43103079465137334,-0.04176903756533156,-0.04230082130844716
183,0.0,0.4469697814618259,0.28036341313937396,0.42966630361702896,0.02709556947213644,0.019433798466910297
184,0.0,0.4161569271715472,0.28207149160295975,0.43198379089937466,0.08903211858833644,0.09237307863167496
185,7.903221277149382,0.42804263172544343,0.2798339022802478,0.43217949032205566,0.13986382104470219,0.154555351096826
186,17.47721162129378,0.5183342275832002,0.2728544635833925,0.4304089292713826,0.18112050878243546,0.16937195504495522
187,0.0,0.48260170674935193,0.27459576443676714,0.4293769195995128,0.21666828216831377,0.22426231710776273
188,0.0,0.44933248657595726,0.2763204306800552,0.4290745129782239,0.24747984439747758,0.2471437588190609
189,0.0,0.41835675396273125,0.27802960905703655,0.427000537633374,0.2718841401261303,0.3041977753376592
190,14.952344285655334,0.4884226612424743,0.2722976482448301,0.4265388854983259,0.2939673076521381,0.2807132714061208
191,4.095732860710622,0.4638194059934719,0.27198169151747154,0.42574082821731096,0.31237492879978607,0.33329816423436043
192,1.9279656165492751,0.4318449854249506,0.2727336312019094,0.4265437278679245,0.32954753519021646,0.31667026447941626
193,16.95104463407659,0.5175203989142411,0.2660168690843282,0.4269565585895295,0.3439202851324848,0.3247076012703363
194,0.0,0.481843981166628,0.2677577910749115,0.42405593239331446,0.3529309229162543,0.3387249343687418
195,0.0,0.4486269964886535,0.26948210457315586,0.4237769069914171,0.3628206500731944,0.3390169328363495
196,9.516047022265965,0.4716205200775795,0.26645989132206166,0.4217053296817711,0.36943495830784,0.37236196550916906
197,0.0,0.4391083123888881,0.2681794454782561,0.4224763904150022,0.3776293458080978,0.3982545617296711
198,0.0,0.40883740592394047,0.26988386418121807,0.4221694818476966,0.3836702237825407,0.38695652135323666
199,0.0,0.38065329160652595,0.27157419082702133,0.4221219040977524,0.3890537267685545,0.401540229012252
200,33.26955870887724,0.6048942550065242,0.25674185860008597,0.4203478247349108,0.3919289851679974,0.4245724690795
201,21.23096338143308,0.7140566789503522,0.2479834052488446,0.4224305564976277,0.3979940469770982,0.40339457592067524
202,0.0,0.664831596369738,0.24981582104702946,0.42521793056117824,0.28229098084067233,0.2861942280599342
203,1.7558615062426994,0.618999954151071,0.25074739027098364,0.4246883568634362,0.17109210433919336,0.16559087497998787
204,0.0,0.5763278179485588,0.2525355541799579,0.4254063499281224,0.07677400674315245,0.044609161042926795
205,0.0,0.5365973801999393,0.25430385287005786,0.4248881808092652,0.003560854628521973,0.01875563326588365
206,0.0,0.49960584839085165,0.2560536557942533,0.42485023387082727,-0.041678699974423625,-0.0768079089269432
207,6.874851083999388,0.4972290004447073,0.254364844752476,0.42341152211471644,-0.05757528723308097,-0.04452175850540441
208,4.992616474341705,0.47944041832824535,0.25360825672446924,0.4251163966596548,0.005526298586630196,0.005239891871951108
209,0.0,0.4463891285911556,0.2553314512887648,0.423912111542189,0.05787699045590547,0.08041261947211417
210,2.381164776152037,0.4156163028957378,0.25584867705213665,0.4232447403506262,0.1039251709105189,0.10256976570030965
211,9.679226308335465,0.4422358088616044,0.2527301818023997,0.423254460990863,0.14468509406624988,0.12822109090709655
212,2.3276205268113697,0.4117493014833423,0.2532722461897357,0.4222404617855863,0.1792182169583874,0.18637642229343912
213,0.0,0.38336444918027046,0.2549639284143258,0.4215156652520502,0.20950224150746607,0.19829751879330354
214,4.6829312951397055,0.3708618596839124,0.2543078936965979,0.4203480497715732,0.2353849181305948,0.23176578163735853
215,6.544067769901154,0.37462301564229195,0.25272317131946853,0.41957116708546294,0.2582054448516981,0.2590428605889381
216,0.0,0.34879754628501597,0.254397570092611,0.41778511395622864,0.2770049257883977,0.2743139315534843
217,10.029626072379429,0.3828984836307913,0.25107420629823674,0.4166292729439605,0.2938073830477818,0.29003133754830546
218,0.0,0.35650252651373987,0.25275245756149356,0.415864274754035,0.30870893052788206,0.29206003076214104
219,0.0,0.3319262333073897,0.2544184206781473,0.41486170832668845,0.3213737717668887,0.3175910960850325
220,0.0,0.3090441614398643,0.2560729427588672,0.4141487367557688,0.33258429841750337,0.28981748627508297
221,32.05141655754221,0.5281414707472802,0.24181130521546976,0.41299175073447114,0.34182952430598357,0.338682882401479
222,20.596925580465285,0.6373483231247582,0.2333315165867995,0.4138641091748493,0.3517769947178427,0.3278158749992042
223,5.94952524215911,0.6178187732855721,0.23216566335236272,0.4142031067843042,0.36003338913031235,0.3824386629372528
224,0.0,0.5752277433770893,0.23395327722405126,0.41465655339802243,0.36739427055687957,0.39279280550330464
225,0.0,0.535573141711545,0.23572106379490704,0.4143772184490043,0.3731412944770071,0.334120778866582
226,13.718703905605127,0.5873459251910697,0.23065538480470002,0.4140508806623353,0.3780726693828277,0.3809710051901455
227,2.8674742702087888,0.5468559297562282,0.23099507563447375,0.41326255537675116,0.3818714866277075,0.37934420818437237
228,0.0,0.5091572020564618,0.23274965423550198,0.41408241967512005,0.38669347923319086,0.3657591666315735
229,37.086384151316786,0.7561238884129805,0.21608452410405007,0.4130570640314531,0.3891598727759047,0.3997929356288847
230,0.0,0.7039988093464038,0.21793652350872328,0.41374512657842033,0.39289441446140816,0.38366062356831326
231,5.6464475504919545,0.6773665768886354,0.21695198302192162,0.4152659385195894,0.39707323506756836,0.3617212531538363
232,0.0,0.6306708079565317,0.2187673184258999,0.4167143780237995,0.40084076390204526,0.3955072308609059
233,0.0,0.5871941155341903,0.220560915483667,0.4171135296991772,0.4032633137573567,0.4002982513913548
234,18.540317285424102,0.675311504121874,0.21312841259301588,0.41567097261969765,0.4035861761758999,0.4057147965407294
235,0.0,0.6287574061938166,0.2149427912961128,0.4171816973364211,0.40663724257659434,0.38201258260193904
236,4.665105968433886,0.5991914552431145,0.2144098340395174,0.4182805837267325,0.40908009628067515,0.4213937148191069
237,0.0,0.5578835944995013,0.21618877583676716,0.41757140767544787,0.40954355492742195,0.42425269669139976
238,54.17107606504486,0.942867916364034,0.19107467176242673,0.41883441184517445,0.41182970856305956,0.38891316302596135
239,0.0,0.8778692231036375,0.19301360637397855,0.4209736920518212,0.4148617136619619,0.40168460228229835
240,23.14242523550652,0.9840293857191824,0.18343440844908487,0.42229086002597604,0.41695781148577266,0.4153510652091855
241,0.0,0.9161931351781442,0.18539250501667395,0.4256396119135709,0.4209862067836343,0.40966770024338695
242,0.0,0.8529957363230537,0.18731900288483547,0.4282748537500776,0.4242144638672457,0.4590895560642394
243,0.0,0.7941925813366223,0.18921609917550378,0.4308898098505264,0.4273468510610708,0.4315142933842357
244,0.0,0.7394431523995886,0.19108582075170358,0.43132689080119735,0.4282354146250131,0.4080237738979291
245,0.0,0.6884679969062664,0.1929300547501567,0.4348521778382121,0.43215464278241317,
246,0.0,0.6410069269368089,0.1947505582136251,0.43564374328513905,0.43328994288141176,0.43214053771629735
247,0.0,0.5968099947132911,0.19654896321098175,0.43521729062411074,0.4331634181912912,0.4790789943564634
248,5.351035849619172,0.5751225142811456,0.19566100654331273,0.43669649073943767,0.4349043234259229,0.4313390369894616
249,0.0,0.5354751668169699,0.1974287441267212,0.4370975865315233,0.43553377341911736,0.43808330180391347
250,0.0,0.49856099727908315,0.19917802462536074,0.4379492023009343,0.43658464329426305,0.4468655508574266
251,3.6723212427646326,0.46975508057661897,0.19907674154426674,0.4379229402467166,0.4367322441667835,0.4359297254415227
252,0.0,0.437371471101754,0.2007954272798176,0.4380332535065391,0.43699426528504853,0.4826074827363827
253,0.0,0.4072202976472368,0.20249903742864123,0.43826705446210334,0.43736044262249596,0.42672994368199274
254,0.0,0.37914766227933583,0.20418861125978088,0.4373400402976776,0.43654893703352604,0.4514329995364418
255,0.0,0.35301027636008037,0.20586511639796093,0.4376889298853094,0.43699861702783804,0.44020737640750945
256,0.0,0.3286672896844298,0.20752945004280315,0.43674535003984627,0.43614298506221055,0.4485669125265389
257,19.8354250642717,0.4453238819880767,0.19933439945166134,0.4352756501177183,0.43475002707030574,0.411217167901911
258,0.0,0.4146244914324048,0.20104171169737756,0.43541035863789096,0.43495169956023844,0.47031395346238225
259,0.0,0.3860414315264217,0.20273473241314077,0.4357407285512727,0.4353405014744027,0.43290995133113347
260,0.0,0.35942880831791035,0.20441444681729973,0.4352371157449989,0.43488787589367384,0.43557114113502415
261,15.241106866356816,0.43594656946138793,0.198511866668852,0.43395674406800233,0.43365199530484355,0.41495247006746855
262,0.0,0.40589362476515267,0.2002148134812346,0.43460281900913067,0.4343368929398134,0.4197429875761484
263,6.563456777892434,0.4073991694859001,0.19863678467703133,0.432696766798949,0.4324647172868227,
264,0.0,0.3792951638462094,0.20032643225895444,0.43155339428217276,0.4313509054077965,0.4510809031300101
265,0.0,0.3531454165330848,0.20200300496722098,0.431328535709983,0.43115184146158364,0.44621693527665834
266,0.0,0.32880055315702894,0.2036674052437995,0.42955905226279834,0.429404866462214,0.4535842714559854
267,11.121350778277376,0.3733385491800053,0.19979339912925081,0.4290536507459225,0.42891910590527593,0.4432088841490679
